Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000271310,HG29_PATCH,47050296,47074563,UBA1
ENSG00000270216,HG1079_PATCH,54719532,54746007,LILRB3
ENSG00000271481,HG1079_PATCH,54777075,54784438,LILRB2
ENSG00000270366,HG1079_PATCH,54836439,54842404,LILRA4
ENSG00000271116,HG1079_PATCH,55001133,55013941,LAIR2
ENSG00000270501,HG1079_PATCH,55076174,55090814,LILRA2
ENSG00000270756,HG1079_PATCH,55077133,55140782,LILRB1
ENSG00000271188,HG1079_PATCH,55096836,55105344,LILRA1
ENSG00000271326,HG1079_PATCH,55147143,55173613,LILRB4
ENSG00000271039,HG1079_PATCH,55227718,55370248,KIR3DL1
ENSG00000271713,HG1079_PATCH,55227751,55317772,KIR2DL4
ENSG00000270787,HG1079_PATCH,55241769,55287579,KIR2DL3
ENSG00000270186,HG1079_PATCH,55273065,55287577,KIR2DL1
ENSG00000271613,HG1079_PATCH,55353698,55370462,KIR3DL2
ENSG00000271000,HG1079_PATCH,55409405,55419395,NCR1
ENSG00000262610,HG1079_PATCH,54810571,54816336,LILRA5
ENSG00000267912,HG1436_HG1432_PATCH,48535995,48550826,WAS
ENSG00000263850,HG1292_PATCH,121629975,121638933,FCGR1B
ENSG00000265808,HG1292_PATCH,120698575,120719144,SEC22B
ENSG00000272210,HG953_PATCH,71057347,71062953,CD207
ENSG00000268110,HG122_PATCH,118230300,118269926,UBE4A
ENSG00000268779,HG344_PATCH,6896024,6929974,CD4
ENSG00000270478,HG385_PATCH,33905065,34053436,AP2B1
ENSG00000268190,HG344_PATCH,6980099,6998522,SPSB2
ENSG00000268954,HG344_PATCH,7055631,7070479,PTPN6
ENSG00000272204,HG1595_PATCH,121746048,121837699,ANAPC5
ENSG00000271829,HG1595_PATCH,121837844,121868389,RNF34
ENSG00000272171,HG1595_PATCH,122064353,122080481,ORAI1
ENSG00000272985,HG1350_HG959_PATCH,42383025,42387277,CD79A
ENSG00000272773,HG237_PATCH,46188921,46221900,UBE2G2
ENSG00000267977,HG1497_PATCH,152868964,152893169,BCAP31
ENSG00000272919,HSCHR19LRC_COX1_CTG1,54597933,54606000,OSCAR
ENSG00000269335,HG1497_PATCH,153715815,153733513,IKBKG
ENSG00000272833,HSCHR19LRC_COX2_CTG1,54597933,54606000,OSCAR
ENSG00000262044,HSCHR19LRC_COX1_CTG1,54719965,54746384,LILRB3
ENSG00000262642,HSCHR19LRC_COX1_CTG1,54720555,54746431,LILRA6
ENSG00000262800,HSCHR19LRC_COX1_CTG1,54817385,54823441,LILRA5
ENSG00000262284,HSCHR19LRC_COX2_CTG1,54843416,54849383,LILRA4
ENSG00000262317,HSCHR19LRC_COX1_CTG1,54932960,54945775,LAIR2
ENSG00000262004,HSCHR19LRC_COX1_CTG1,55008197,55022837,LILRA2
ENSG00000262936,HSCHR19LRC_COX2_CTG1,54864045,54880850,LAIR1
ENSG00000262897,HSCHR19LRC_COX2_CTG1,55024581,55041367,KIR3DL2
ENSG00000262727,HSCHR19LRC_COX1_CTG1,55009156,55072801,LILRB1
ENSG00000262182,HSCHR19LRC_COX2_CTG1,55080219,55090214,NCR1
ENSG00000262900,HSCHR19LRC_COX1_CTG1,55028859,55037367,LILRA1
ENSG00000263108,HSCHR19LRC_COX1_CTG1,55079162,55105649,LILRB4
ENSG00000261912,HSCHR19LRC_COX1_CTG1,55173047,55218870,KIR2DL3
ENSG00000263208,HSCHR19LRC_COX1_CTG1,55204359,55218868,KIR2DL1
ENSG00000263100,HSCHR19LRC_COX1_CTG1,55338425,55348425,NCR1
ENSG00000268214,HSCHR19LRC_COX2_CTG1,54950192,54961268,KIR2DL4
ENSG00000273239,HSCHR19LRC_LRC_I_CTG1,54597933,54606000,OSCAR
ENSG00000272891,HSCHR19LRC_LRC_T_CTG1,54597933,54606000,OSCAR
ENSG00000273268,HSCHR19LRC_LRC_S_CTG1,54597933,54606000,OSCAR
ENSG00000262680,HSCHR19LRC_LRC_I_CTG1,55415012,55425012,NCR1
ENSG00000262007,HSCHR19LRC_LRC_S_CTG1,55361247,55378033,KIR3DL2
ENSG00000262661,HSCHR19LRC_LRC_S_CTG1,55417098,55427098,NCR1
ENSG00000273222,HSCHR19LRC_LRC_J_CTG1,54597933,54606000,OSCAR
ENSG00000262923,HSCHR19LRC_LRC_J_CTG1,55442549,55452549,NCR1
ENSG00000273380,HSCHR19LRC_PGF1_CTG1,54597933,54606000,OSCAR
ENSG00000262087,HSCHR19LRC_PGF1_CTG1,54720151,54746602,LILRB3
ENSG00000261930,HSCHR19LRC_LRC_T_CTG1,55297897,55314683,KIR3DL2
ENSG00000262320,HSCHR19LRC_PGF1_CTG1,54720741,54746649,LILRA6
ENSG00000262832,HSCHR19LRC_LRC_T_CTG1,55353391,55363391,NCR1
ENSG00000262216,HSCHR19LRC_PGF1_CTG1,54931486,54944292,LAIR2
ENSG00000273074,HSCHR19LRC_PGF2_CTG1,54597933,54606000,OSCAR
ENSG00000262754,HSCHR19LRC_PGF1_CTG1,55006691,55021331,LILRA2
ENSG00000262985,HSCHR19LRC_PGF1_CTG1,55007650,55071293,LILRB1
ENSG00000262462,HSCHR19LRC_PGF1_CTG1,55027353,55035861,LILRA1
ENSG00000263061,HSCHR19LRC_PGF1_CTG1,55077655,55104128,LILRB4
ENSG00000261860,HSCHR19LRC_PGF1_CTG1,55157745,55300255,KIR3DL1
ENSG00000263027,HSCHR19LRC_PGF1_CTG1,55171751,55217545,KIR2DL3
ENSG00000262556,HSCHR19LRC_PGF1_CTG1,55203032,55217543,KIR2DL1
ENSG00000263184,HSCHR19LRC_PGF1_CTG1,55283720,55300469,KIR3DL2
ENSG00000262717,HSCHR19LRC_PGF1_CTG1,55339394,55349377,NCR1
ENSG00000267923,HSCHR19LRC_PGF1_CTG1,54787290,54804060,LAIR1
ENSG00000267854,HSCHR19LRC_PGF1_CTG1,55236659,55247769,KIR2DL4
ENSG00000263021,HSCHR19LRC_PGF2_CTG1,54754289,54761190,LILRB5
ENSG00000261929,HSCHR19LRC_PGF2_CTG1,54843570,54849537,LILRA4
ENSG00000262397,HSCHR19LRC_PGF2_CTG1,54899259,54925749,LILRB4
ENSG00000261880,HSCHR19LRC_PGF2_CTG1,55147187,55157187,NCR1
ENSG00000262843,HSCHR19LRC_PGF2_CTG1,54817736,54823469,LILRA5
ENSG00000263303,HSCHR19LRC_PGF2_CTG1,54864474,54875961,LAIR1
