Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Gene name
ENSG00000138448,2,186590056,186680901,ITGAV
ENSG00000171298,17,80101556,80119881,GAA
ENSG00000136943,9,97029677,97156556,CTSV
ENSG00000076662,19,10333776,10339661,ICAM3
ENSG00000186146,4,9444534,9450514,DEFB131A
ENSG00000002726,7,150824627,150861504,AOC1
ENSG00000011275,7,5620047,5781696,RNF216
ENSG00000169228,5,177301198,177303744,RAB24
ENSG00000136754,10,26746593,26861087,ABI1
ENSG00000103313,16,3242027,3256633,MEFV
ENSG00000186407,17,74609885,74623738,CD300E
ENSG00000176945,3,195720884,195741123,MUC20
ENSG00000107201,9,32455302,32526208,DDX58
ENSG00000163466,2,218217141,218254356,ARPC2
ENSG00000196743,5,151212150,151270440,GM2A
ENSG00000096264,6,41335608,41350889,NCR2
ENSG00000112486,6,167111807,167139696,CCR6
ENSG00000105501,19,51611927,51645545,SIGLEC5
ENSG00000254415,19,51642553,51646801,SIGLEC14
ENSG00000171049,19,51752026,51770531,FPR2
ENSG00000179295,12,112418351,112509918,PTPN11
ENSG00000163221,1,153373711,153375621,S100A12
ENSG00000105647,19,18153163,18170532,PIK3R2
ENSG00000105649,19,18196784,18204042,RAB3A
ENSG00000181467,3,153162226,153170627,RAP2B
ENSG00000184330,1,153416520,153423222,S100A7A
ENSG00000198001,12,43758944,43789543,IRAK4
ENSG00000164342,4,186069155,186088073,TLR3
ENSG00000122574,7,29806486,29917066,WIPF3
ENSG00000005381,17,58269855,58280935,MPO
ENSG00000163754,3,148991408,149031775,GYG1
ENSG00000160654,11,118344344,118355161,CD3G
ENSG00000106348,7,128392277,128410252,IMPDH1
ENSG00000182885,16,57668277,57689378,ADGRG3
ENSG00000171302,17,78991716,79009867,CANT1
ENSG00000168092,11,117144284,117176894,PAFAH1B2
ENSG00000197694,9,128552558,128633662,SPTAN1
ENSG00000083799,16,50742050,50801935,CYLD
ENSG00000163191,1,152032506,152047907,S100A11
ENSG00000164733,8,11842524,11869533,CTSB
ENSG00000254999,3,10115675,10127190,BRK1
ENSG00000134070,3,10164919,10243745,IRAK2
ENSG00000162736,1,160343316,160358952,NCSTN
ENSG00000072958,19,16197854,16245906,AP1M1
ENSG00000143621,1,153661788,153671028,ILF2
ENSG00000137563,8,63014881,63039407,GGH
ENSG00000156575,11,57376769,57381150,PRG3
ENSG00000186652,11,57386780,57390650,PRG2
ENSG00000182326,12,6988259,7071032,C1S
ENSG00000183258,5,177511577,177516961,DDX41
ENSG00000131981,14,55124110,55145423,LGALS3
ENSG00000127666,19,4815932,4831712,TICAM1
ENSG00000159403,12,7080214,7092540,C1R
ENSG00000116260,1,180154869,180204030,QSOX1
ENSG00000163661,3,157436850,157443633,PTX3
ENSG00000061676,2,182909115,183038858,NCKAP1
ENSG00000171051,19,51745172,51804110,FPR1
ENSG00000165280,9,35053928,35072668,VCP
ENSG00000100906,14,35401513,35404749,NFKBIA
ENSG00000171453,6,43509702,43562419,POLR1C
ENSG00000140853,16,56989485,57083531,NLRC5
ENSG00000106588,7,42916828,42932185,PSMA2
ENSG00000087191,17,63827152,63832026,PSMC5
ENSG00000109743,4,15703065,15738313,BST1
ENSG00000184276,11,71833200,71837710,DEFB108B
ENSG00000197746,10,71816298,71851325,PSAP
ENSG00000185303,10,79555852,79560407,SFTPA2
ENSG00000122852,10,79610939,79615455,SFTPA1
ENSG00000126550,4,70050438,70058848,HTN1
ENSG00000205649,4,70028455,70036538,HTN3
ENSG00000104695,8,30774457,30814314,PPP2CB
ENSG00000088986,12,120469850,120498493,DYNLL1
ENSG00000135932,2,230712842,230821075,CAB39
ENSG00000115966,2,175072250,175168382,ATF2
ENSG00000156508,6,73489308,73525587,EEF1A1
ENSG00000109339,4,85990007,86594625,MAPK10
ENSG00000175582,11,73675638,73761137,RAB6A
ENSG00000197102,14,101964573,102056443,DYNC1H1
ENSG00000159720,16,67438014,67481181,ATP6V0D1
ENSG00000130159,19,11505929,11529172,ECSIT
ENSG00000010610,12,6786858,6820799,CD4
ENSG00000129084,11,14504874,14643635,PSMA1
ENSG00000081189,5,88717117,88904257,MEF2C
ENSG00000133048,1,203178931,203186704,CHI3L1
ENSG00000204389,6,31815543,31817946,HSPA1A
ENSG00000204388,6,31827738,31830254,HSPA1B
ENSG00000107758,10,73436433,73496024,PPP3CB
ENSG00000116815,1,116514534,116571039,CD58
ENSG00000204435,6,31665227,31670343,CSNK2B
ENSG00000197081,6,159969082,160113507,IGF2R
ENSG00000123843,1,207088860,207099993,C4BPB
ENSG00000111679,12,6946468,6961316,PTPN6
ENSG00000166825,15,89784895,89815401,ANPEP
ENSG00000123838,1,207104233,207144972,C4BPA
ENSG00000000971,1,196652043,196747504,CFH
ENSG00000126456,19,49659569,49665875,IRF3
ENSG00000204386,6,31857659,31862905,NEU1
ENSG00000182718,15,60347134,60402883,ANXA2
ENSG00000106683,7,74082933,74122525,LIMK1
ENSG00000075785,3,128693669,128825942,RAB7A
ENSG00000161057,7,103328570,103370346,PSMC2
ENSG00000129226,17,7579491,7582111,CD68
ENSG00000204592,6,30489509,30494194,HLA-E
ENSG00000079246,2,216107464,216206303,XRCC5
ENSG00000175166,3,184299198,184309050,PSMD2
ENSG00000151651,10,133262420,133276868,ADAM8
ENSG00000113263,5,157142933,157255185,ITK
ENSG00000197959,1,171841498,172418466,DNM3
ENSG00000196262,7,44796680,44824564,PPIA
ENSG00000136279,7,44044640,44069456,DBNL
ENSG00000136560,2,161136908,161236230,TANK
ENSG00000133063,1,203212827,203273641,CHIT1
ENSG00000129083,11,14443440,14500027,COPB1
ENSG00000204525,6,31268749,31272130,HLA-C
ENSG00000171236,19,4536402,4540036,LRG1
ENSG00000243414,5,115578496,115602479,TICAM2
ENSG00000265972,1,145992435,145996579,TXNIP
ENSG00000168495,8,22245133,22254601,POLR3D
ENSG00000143162,1,167529117,167553805,CREG1
ENSG00000109072,17,28367284,28373091,VTN
ENSG00000197879,17,1464186,1492686,MYO1C
ENSG00000010438,9,33750679,33799231,PRSS3
ENSG00000113558,5,134148935,134176964,SKP1
ENSG00000127951,7,77193369,77199848,FGL2
ENSG00000086730,7,74199652,74229834,LAT2
ENSG00000162704,1,183620846,183635783,ARPC5
ENSG00000085719,8,86514435,86561498,CPNE3
ENSG00000115233,2,161308425,161411717,PSMD14
ENSG00000005844,16,30472658,30523567,ITGAL
ENSG00000198286,7,2906142,3043867,CARD11
ENSG00000117592,1,173477330,173488815,PRDX6
ENSG00000104365,8,42271302,42332460,IKBKB
ENSG00000173432,11,18266260,18269977,SAA1
ENSG00000079385,19,42507304,42561234,CEACAM1
ENSG00000163882,3,184361718,184368596,POLR2H
ENSG00000096006,6,49727376,49744437,CRISP3
ENSG00000106299,7,123681943,123749003,WASL
ENSG00000124469,19,42580243,42595055,CEACAM8
ENSG00000197535,15,52307283,52529050,MYO5A
ENSG00000099246,10,27504174,27543207,RAB18
ENSG00000166888,12,57095408,57132139,STAT6
ENSG00000188404,1,169690665,169711702,SELL
ENSG00000060971,3,38103129,38137242,ACAA1
ENSG00000213760,6,31544444,31548427,ATP6V1G2
ENSG00000185507,11,612553,615983,IRF7
ENSG00000170458,5,140631728,140633701,CD14
ENSG00000104918,19,7669049,7670455,RETN
ENSG00000183019,19,7676628,7679826,MCEMP1
ENSG00000183020,11,924894,1012245,AP2A2
ENSG00000076984,19,7903843,7914478,MAP2K7
ENSG00000104518,8,143553207,143563062,GSDMD
ENSG00000137275,6,3063824,3115187,RIPK1
ENSG00000185475,11,62787402,62790400,TMEM179B
ENSG00000069974,15,55202966,55319113,RAB27A
ENSG00000147813,8,143574785,143578649,NAPRT
ENSG00000137462,4,153684070,153706260,TLR2
ENSG00000090659,19,7739993,7747564,CD209
ENSG00000112062,6,36027677,36111236,MAPK14
ENSG00000229314,9,114323098,114326479,ORM1
ENSG00000043462,5,170246233,170297815,LCP2
ENSG00000136238,7,6374527,6403967,RAC1
ENSG00000156711,6,36127809,36144524,MAPK13
ENSG00000160796,3,46979666,47009704,NBEAL2
ENSG00000021852,1,56929207,56966140,C8B
ENSG00000120306,5,140175156,140282052,CYSTM1
ENSG00000113356,5,90471748,90514557,POLR3G
ENSG00000103811,15,78921058,78949574,CTSH
ENSG00000185344,12,123712353,123761755,ATP6V0A2
ENSG00000147873,9,21304326,21305313,IFNA5
ENSG00000204264,6,32840717,32844679,PSMB8
ENSG00000104774,19,12646511,12666742,MAN2B1
ENSG00000128524,7,128862856,128865847,ATP6V1F
ENSG00000240065,6,32844136,32859851,PSMB9
ENSG00000164430,6,73413515,73452297,CGAS
ENSG00000172936,3,38138478,38143022,MYD88
ENSG00000178772,3,194339768,194351328,CPN2
ENSG00000175463,11,67403915,67410089,TBC1D10C
ENSG00000108774,17,42124978,42155044,RAB5C
ENSG00000166710,15,44711487,44718851,B2M
ENSG00000171564,4,154563011,154572807,FGB
ENSG00000198707,12,88049016,88142099,CEP290
ENSG00000196455,3,130678934,130746829,PIK3R4
ENSG00000221823,2,68178857,68256237,PPP3R1
ENSG00000205884,8,11973937,11974599,DEFB136
ENSG00000205882,8,11993174,11996312,DEFB134
ENSG00000233050,8,12064389,12071747,DEFB130B
ENSG00000135829,1,182839347,182887982,DHX9
ENSG00000275896,7,142760398,142774564,PRSS2
ENSG00000148218,9,113386312,113401290,ALAD
ENSG00000011600,19,35904401,35908295,TYROBP
ENSG00000163636,3,64010550,64024010,PSMD6
ENSG00000072062,19,14091688,14118084,PRKACA
ENSG00000170043,17,7930345,7932123,TRAPPC1
ENSG00000138646,4,88457119,88506163,HERC5
ENSG00000167207,16,50693588,50734041,NOD2
ENSG00000169397,14,20891385,20892348,RNASE3
ENSG00000211896,14,105736343,105743071,IGHG1
ENSG00000211934,14,105986582,105987083,IGHV1-2
ENSG00000211937,14,106037902,106038365,IGHV2-5
ENSG00000211938,14,106062151,106062683,IGHV3-7
ENSG00000109861,11,88265069,88359684,CTSC
ENSG00000211973,14,106714684,106715181,IGHV1-69
ENSG00000274576,14,106770577,106771020,IGHV2-70
ENSG00000130175,19,11435284,11450968,PRKCSH
ENSG00000117984,11,1752752,1764573,CTSD
ENSG00000099804,19,531760,542092,CDC34
ENSG00000197540,19,544034,549924,GZMM
ENSG00000174516,11,66466327,66477337,PELI3
ENSG00000118260,2,207529737,207605988,CREB1
ENSG00000067225,15,72199029,72231822,PKM
ENSG00000197885,3,23889951,23946591,NKIRAS1
ENSG00000124406,4,42408373,42657105,ATP8A1
ENSG00000129353,19,10602457,10644557,SLC44A2
ENSG00000205883,8,11982256,11984590,DEFB135
ENSG00000187082,8,7482504,7486400,DEFB106B
ENSG00000206047,8,6977649,6980092,DEFA1
ENSG00000135926,2,218274197,218292586,TMBIM1
ENSG00000186562,8,7821004,7823880,DEFB105A
ENSG00000240247,8,6996766,6999198,DEFA1B
ENSG00000008516,16,3046062,3060726,MMP25
ENSG00000125414,17,10521148,10549700,MYH2
ENSG00000039537,5,41142116,41261438,C6
ENSG00000065559,17,12020829,12143830,MAP2K4
ENSG00000156587,11,57551656,57568284,UBE2L6
ENSG00000164062,3,49674014,49683971,APEH
ENSG00000149131,11,57597387,57619171,SERPING1
ENSG00000026508,11,35138882,35232402,CD44
ENSG00000081237,1,198638457,198757476,PTPRC
ENSG00000018280,2,218382029,218396894,SLC11A1
ENSG00000234745,6,31353872,31357188,HLA-B
ENSG00000106144,7,143288215,143307696,CASP2
ENSG00000179914,1,160876540,160885180,ITLN1
ENSG00000177556,5,151742316,151772532,ATOX1
ENSG00000135404,12,55725323,55729707,CD63
ENSG00000145287,4,83090048,83137075,PLAC8
ENSG00000173083,4,83292461,83335153,HPSE
ENSG00000204305,6,32180968,32184322,AGER
ENSG00000155849,7,36852906,37449223,ELMO1
ENSG00000163568,1,159062484,159147096,AIM2
ENSG00000196230,6,30717435,30725538,TUBB
ENSG00000164086,3,52048919,52056571,DUSP7
ENSG00000172757,11,65823022,65862026,CFL1
ENSG00000180370,3,196739857,196832647,PAK2
ENSG00000112697,6,75252924,75284948,TMEM30A
ENSG00000205403,4,109740694,109801999,CFI
ENSG00000139572,12,54362445,54364487,GPR84
ENSG00000140575,15,90388242,90502239,IQGAP1
ENSG00000166484,17,19377721,19383544,MAPK7
ENSG00000050748,5,180233143,180292099,MAPK9
ENSG00000129744,11,3645128,3664416,ART1
ENSG00000178035,3,49024325,49029447,IMPDH2
ENSG00000142875,1,84078062,84238498,PRKACB
ENSG00000166278,6,31897785,31945672,C2
ENSG00000177105,11,3826978,3840959,RHOG
ENSG00000250565,2,46490750,46542577,ATP6V1E2
ENSG00000092929,17,75827225,75844552,UNC13D
ENSG00000243649,6,31945650,31952084,CFB
ENSG00000109320,4,102501331,102617302,NFKB1
ENSG00000055130,7,148697914,148801110,CUL1
ENSG00000132155,3,12583601,12664125,RAF1
ENSG00000127481,1,19074510,19210266,UBR4
ENSG00000137509,11,82822936,82970584,PRCP
ENSG00000109323,4,102630770,102760994,MANBA
ENSG00000109332,4,102794383,102868896,UBE2D3
ENSG00000182149,16,71845996,71931199,IST1
ENSG00000244731,6,31982057,32002681,C4A
ENSG00000115828,2,37342827,37373322,QPCT
ENSG00000224389,6,32014795,32035418,C4B
ENSG00000185627,11,236966,252984,PSMD13
ENSG00000130303,19,17402939,17405630,BST2
ENSG00000257017,16,72054505,72061055,HP
ENSG00000185187,11,405716,417455,SIGIRR
ENSG00000169894,7,100949534,100968347,MUC3A
ENSG00000169876,7,101020072,101058859,MUC17
ENSG00000169871,7,101085481,101097967,TRIM56
ENSG00000121053,17,58192726,58205174,EPX
ENSG00000243678,17,51165435,51171744,NME2
ENSG00000157131,1,56854797,56918223,C8A
ENSG00000118804,4,76306733,76311130,STBD1
ENSG00000185338,16,11254417,11256204,SOCS1
ENSG00000072803,5,171861549,172006873,FBXW11
ENSG00000158517,7,74773962,74789376,NCF1
ENSG00000117322,1,207454230,207489895,CR2
ENSG00000151366,11,78068297,78079862,NDUFC2
ENSG00000171130,7,149872968,149891204,ATP6V0E2
ENSG00000106052,7,27739331,27844564,TAX1BP1
ENSG00000196776,3,108043091,108091862,CD47
ENSG00000127329,12,70515870,70637440,PTPRB
ENSG00000026297,6,166922113,166957191,RNASET2
ENSG00000158825,1,20589086,20618903,CDA
ENSG00000004139,17,28364356,28404049,SARM1
ENSG00000197329,2,64092652,64144420,PELI1
ENSG00000205277,7,100969565,101018939,MUC12
ENSG00000170909,19,54094668,54102692,OSCAR
ENSG00000109107,17,28573115,28576948,ALDOC
ENSG00000080910,1,196943738,196959622,CFHR2
ENSG00000134389,1,196977556,197009678,CFHR5
ENSG00000132693,1,159712289,159714589,CRP
ENSG00000146094,5,177501904,177511274,DOK3
ENSG00000214643,6,49946021,49950265,DEFB133
ENSG00000177684,6,49960249,49964164,DEFB114
ENSG00000214642,6,49968677,49969625,DEFB113
ENSG00000203970,6,50009138,50021994,DEFB110
ENSG00000180872,6,50042099,50049929,DEFB112
ENSG00000131042,19,54273812,54281184,LILRB2
ENSG00000198178,12,7729383,7751605,CLEC4C
ENSG00000185499,1,155185824,155192916,MUC1
ENSG00000129450,19,51124906,51136651,SIGLEC9
ENSG00000099341,19,38374550,38383824,PSMD8
ENSG00000127241,3,187217282,187291980,MASP1
ENSG00000149476,11,61333220,61353295,TKFC
ENSG00000115523,2,85685175,85698852,GNLY
ENSG00000183735,12,64452090,64502114,TBK1
ENSG00000117335,1,207752054,207795513,CD46
ENSG00000108424,17,47649476,47685505,KPNB1
ENSG00000135677,12,64713445,64759431,GNS
ENSG00000261371,17,64319415,64413776,PECAM1
ENSG00000221983,19,18571730,18577550,UBA52
ENSG00000150991,12,124911604,124917368,UBC
ENSG00000185432,12,50923472,50932510,METTL7A
ENSG00000162711,1,247416156,247449108,NLRP3
ENSG00000131504,5,141515016,141619055,DIAPH1
ENSG00000079805,19,10718055,10833488,DNM2
ENSG00000196549,3,155024124,155183704,MME
ENSG00000096696,6,7541617,7586714,DSP
ENSG00000166598,12,103930107,103953931,HSP90B1
ENSG00000145192,3,186613060,186621318,AHSG
ENSG00000116586,1,156054782,156058506,LAMTOR2
ENSG00000067560,3,49359139,49412998,RHOA
ENSG00000150455,11,126283065,126298845,TIRAP
ENSG00000177885,17,75318076,75405709,GRB2
ENSG00000116701,1,183555562,183590876,NCF2
ENSG00000196352,1,207321532,207386804,CD55
ENSG00000081277,1,201283452,201332993,PKP1
ENSG00000184500,3,93873051,93980003,PROS1
ENSG00000197915,1,152212076,152224193,HRNR
ENSG00000177119,12,45215987,45482280,ANO6
ENSG00000165916,11,47418769,47426473,PSMC3
ENSG00000160691,1,154962298,154974395,SHC1
ENSG00000111229,12,110434823,110450422,ARPC3
ENSG00000142507,17,4796144,4798502,PSMB6
ENSG00000129219,17,4807152,4823434,PLD2
ENSG00000196954,11,104942866,104969366,CASP4
ENSG00000137752,11,105025443,105035250,CASP1
ENSG00000122986,12,110627841,110704950,HVCN1
ENSG00000033122,1,69567922,70151945,LRRC7
ENSG00000151418,1,198523222,198540945,ATP6V1G3
ENSG00000099331,19,17075777,17214537,MYO9B
ENSG00000159352,1,151254709,151267479,PSMD4
ENSG00000268500,19,51610960,51646889,SIGLEC5
ENSG00000244038,1,20651767,20661544,DDOST
ENSG00000091106,2,32224453,32265732,NLRC4
ENSG00000204577,19,54216278,54223506,LILRB3
ENSG00000141524,17,78107397,78132407,TMC6
ENSG00000170515,12,56104537,56113910,PA2G4
ENSG00000160703,11,119166568,119184016,NLRX1
ENSG00000167925,17,42188799,42194532,GHDC
ENSG00000213689,3,48465811,48467645,TREX1
ENSG00000084207,11,67583742,67586656,GSTP1
ENSG00000064012,2,201233443,201287711,CASP8
ENSG00000110203,11,72114869,72139892,FOLR3
ENSG00000213672,3,48673844,48686364,NCKIPSD
ENSG00000121879,3,179148114,179240093,PIK3CA
ENSG00000138443,2,203328280,203447728,ABI2
ENSG00000241553,3,9792495,9807101,ARPC4
ENSG00000239732,3,52221080,52225645,TLR9
ENSG00000133703,12,25205246,25250936,KRAS
ENSG00000090376,12,66189195,66254622,IRAK3
ENSG00000006062,17,45263119,45317029,MAP3K14
ENSG00000108622,17,64002594,64020634,ICAM2
ENSG00000111729,12,8123617,8138607,CLEC4A
ENSG00000158869,1,161215234,161220699,FCER1G
ENSG00000205809,12,10426854,10442300,KLRC2
ENSG00000164047,3,48223347,48225491,CAMP
ENSG00000138071,2,65227788,65271253,ACTR2
ENSG00000120868,12,98645290,98735433,APAF1
ENSG00000121807,3,46353864,46360940,CCR2
ENSG00000184009,17,81509413,81523847,ACTG1
ENSG00000012223,3,46435645,46485234,LTF
ENSG00000138413,2,208236229,208266074,IDH1
ENSG00000173372,1,22636628,22639678,C1QA
ENSG00000159189,1,22643633,22648110,C1QC
ENSG00000173369,1,22652762,22661637,C1QB
ENSG00000033627,17,42458844,42522582,ATP6V0A1
ENSG00000117115,1,17066761,17119451,PADI2
ENSG00000163932,3,53156009,53192717,PRKCD
ENSG00000139278,12,75480753,75503863,GLIPR1
ENSG00000187554,1,223109404,223143248,TLR5
ENSG00000173702,3,124905442,124953819,MUC13
ENSG00000142867,1,85265776,85276632,BCL10
ENSG00000173110,1,161524540,161526894,HSPA6
ENSG00000162747,1,161623196,161631963,FCGR3B
ENSG00000143226,1,161505430,161524013,FCGR2A
ENSG00000174775,11,532242,537321,HRAS
ENSG00000150995,3,4493345,4847506,ITPR1
ENSG00000110330,11,102347211,102378670,BIRC2
ENSG00000173692,2,231056845,231173116,PSMD1
ENSG00000121060,17,56836387,56914080,TRIM25
ENSG00000197111,12,53452102,53481162,PCBP2
ENSG00000144589,2,219597857,219616451,STK11IP
ENSG00000142748,1,27369110,27374824,FCN3
ENSG00000198821,1,167430640,167518610,CD247
ENSG00000179163,1,23845077,23868290,FUCA1
ENSG00000115935,2,174559572,174682916,WIPF1
ENSG00000115904,2,38981549,39124345,SOS1
ENSG00000030582,17,44345246,44353106,GRN
ENSG00000188257,1,19975431,19980416,PLA2G2A
ENSG00000117410,1,43974487,43978295,ATP6V0B
ENSG00000162889,1,206684905,206734281,MAPKAPK2
ENSG00000162896,1,206928522,206946466,PIGR
ENSG00000132514,17,7074537,7080307,CLEC10A
ENSG00000203747,1,161541759,161550737,FCGR3A
ENSG00000143753,1,224175756,224193441,DEGS1
ENSG00000143793,1,228100726,228105411,C1orf35
ENSG00000177606,1,58776845,58784048,JUN
ENSG00000182866,1,32251239,32286165,LCK
ENSG00000175866,17,81035122,81117434,BAIAP2
ENSG00000167851,17,74466399,74484794,CD300A
ENSG00000178789,17,74521174,74531475,CD300LB
ENSG00000172016,2,79157003,79159753,REG3A
ENSG00000115267,2,162267074,162318684,IFIH1
ENSG00000115271,2,162318840,162371595,GCA
ENSG00000203710,1,207496147,207641765,CR1
ENSG00000123610,2,151357592,151380046,TNFAIP6
ENSG00000163565,1,158999968,159055155,IFI16
ENSG00000131236,1,40040233,40072649,CAP1
ENSG00000124831,2,237627587,237813682,LRRFIP1
ENSG00000143387,1,150794880,150809577,CTSK
ENSG00000163131,1,150730079,150765957,CTSS
ENSG00000000938,1,27612064,27635185,FGR
ENSG00000187608,1,1001138,1014540,ISG15
ENSG00000143947,2,55231903,55235853,RPS27A
ENSG00000003400,2,201182898,201229406,CASP10
ENSG00000211598,2,88885397,88886153,IGKV4-1
ENSG00000150337,1,149782671,149791675,FCGR1A
ENSG00000196187,1,225845536,225882380,TMEM63A
ENSG00000009724,1,11026523,11047239,MASP2
ENSG00000084733,2,26034084,26137454,RAB10
ENSG00000143862,1,202133404,202144743,ARL8A
ENSG00000163531,1,204828651,205022822,NFASC
ENSG00000241351,2,89027171,89027731,IGKV3-11
ENSG00000243290,2,89040224,89040745,IGKV1-12
ENSG00000244437,2,89085177,89085787,IGKV3-15
ENSG00000240864,2,89099859,89100361,IGKV1-16
ENSG00000240382,2,89117342,89117844,IGKV1-17
ENSG00000239951,2,89142574,89143160,IGKV3-20
ENSG00000244116,2,89221698,89222461,IGKV2-28
ENSG00000243238,2,89244781,89245596,IGKV2-30
ENSG00000242076,2,89268001,89268506,IGKV1-33
ENSG00000242371,2,89319625,89320146,IGKV1-39
ENSG00000251039,2,89851791,89852493,IGKV2D-40
ENSG00000251546,2,89862482,89862981,IGKV1D-39
ENSG00000239975,2,89913982,89914545,IGKV1D-33
ENSG00000239571,2,89936859,89937679,IGKV2D-30
ENSG00000242534,2,89959979,89960748,IGKV2D-28
ENSG00000211625,2,90038848,90039479,IGKV3D-20
ENSG00000241244,2,90100236,90100738,IGKV1D-16
ENSG00000278857,2,90159840,90160335,IGKV1D-12
ENSG00000163563,1,158831351,158849506,MNDA
ENSG00000116785,1,196774813,196795407,CFHR3
ENSG00000244414,1,196819731,196832189,CFHR1
ENSG00000134365,1,196888014,196918713,CFHR4
ENSG00000213281,1,114704469,114716771,NRAS
ENSG00000052723,1,114769479,114780685,SIKE1
ENSG00000070831,1,22025511,22101360,CDC42
ENSG00000263528,1,206470476,206496889,IKBKE
ENSG00000179639,1,159289714,159308224,FCER1A
ENSG00000159527,1,153297116,153312952,PGLYRP3
ENSG00000160678,1,153627926,153632039,S100A1
